definition,left_variant,right_variant,segment_type,segment_value,n_races,left_rmse,right_rmse,rmse_difference,ci_low,ci_high,interval_spans_zero,interval_available,verdict,races_favouring_left,races_favouring_right,small_sample,resampling_unit,n_clusters,bootstrap_resamples,bootstrap_seed,nesting,terms_added,terms_removed,left_components,right_components
write_in_5pct,baseline_money_logratio,baseline_spend_logratio,pres_elec,False,249,15.045859,14.76577,0.280089,-0.262119,0.933989,True,True,undecided,128,121,False,election_date,18,10000,20260912,non-nested,spend_logratio_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio,pres_elec,True,162,13.459581,13.533654,-0.074074,-0.180347,0.092519,True,True,undecided,89,73,False,election_date,3,10000,20260912,non-nested,spend_logratio_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio,no_dem_candidate,False,400,14.116133,13.887857,0.228276,-0.065144,0.524004,True,True,undecided,210,190,False,election_date,21,10000,20260912,non-nested,spend_logratio_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio,no_dem_candidate,True,11,23.374383,24.884862,-1.510479,-3.324221,1.304339,True,True,undecided,7,4,False,election_date,5,10000,20260912,non-nested,spend_logratio_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio,incumbent_status,Dem_Incumbent,202,13.820927,13.390435,0.430492,-0.170565,0.830998,True,True,undecided,104,98,False,election_date,6,10000,20260912,non-nested,spend_logratio_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio,incumbent_status,GOP_Incumbent,98,13.004247,13.427018,-0.422771,-1.197675,0.143401,True,True,undecided,56,42,False,election_date,6,10000,20260912,non-nested,spend_logratio_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio,incumbent_status,No_Incumbent,111,16.591976,16.460046,0.13193,-0.470455,0.859,True,True,undecided,57,54,False,election_date,21,10000,20260912,non-nested,spend_logratio_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_diff,pooled,all,411,14.44143,16.060796,-1.619366,-2.053538,-1.293407,False,True,baseline_money_logratio lower,239,172,False,election_date,21,10000,20260912,non-nested,spend_diff_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_diff,is_special,False,389,14.0383,15.530591,-1.492291,-1.800588,-1.192424,False,True,baseline_money_logratio lower,227,162,False,election_date,6,10000,20260912,non-nested,spend_diff_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_diff,is_special,True,22,20.286954,23.539719,-3.252765,-5.45273,-0.949816,False,True,baseline_money_logratio lower,12,10,False,election_date,15,10000,20260912,non-nested,spend_diff_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_diff,ballot_timing,midterm_dem_pres,157,13.348716,14.663163,-1.314447,-1.549285,-1.143076,False,True,baseline_money_logratio lower,87,70,False,election_date,2,10000,20260912,non-nested,spend_diff_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_diff,ballot_timing,midterm_gop_pres,70,16.621075,18.713356,-2.092281,,,,False,undecided,35,35,False,election_date,1,10000,20260912,non-nested,spend_diff_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_diff,ballot_timing,presidential,162,13.459581,14.815098,-1.355517,-1.721575,-0.914463,False,True,baseline_money_logratio lower,105,57,False,election_date,3,10000,20260912,non-nested,spend_diff_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_diff,ballot_timing,special,22,20.286954,23.539719,-3.252765,-5.45273,-0.949816,False,True,baseline_money_logratio lower,12,10,False,election_date,15,10000,20260912,non-nested,spend_diff_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_diff,office,State Representative,314,14.839396,16.632213,-1.792817,-2.293603,-1.319442,False,True,baseline_money_logratio lower,185,129,False,election_date,15,10000,20260912,non-nested,spend_diff_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_diff,office,State Senate,97,13.07033,14.052601,-0.982271,-2.232103,0.463189,True,True,undecided,54,43,False,election_date,13,10000,20260912,non-nested,spend_diff_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_diff,pres_elec,False,249,15.045859,16.821791,-1.775932,-2.588452,-1.360579,False,True,baseline_money_logratio lower,134,115,False,election_date,18,10000,20260912,non-nested,spend_diff_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_diff,pres_elec,True,162,13.459581,14.815098,-1.355517,-1.721575,-0.914463,False,True,baseline_money_logratio lower,105,57,False,election_date,3,10000,20260912,non-nested,spend_diff_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_diff,no_dem_candidate,False,400,14.116133,15.570221,-1.454088,-1.976284,-1.027482,False,True,baseline_money_logratio lower,232,168,False,election_date,21,10000,20260912,non-nested,spend_diff_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_diff,no_dem_candidate,True,11,23.374383,28.674347,-5.299965,-6.559488,-0.084746,False,True,baseline_money_logratio lower,7,4,False,election_date,5,10000,20260912,non-nested,spend_diff_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_diff,incumbent_status,Dem_Incumbent,202,13.820927,14.816002,-0.995075,-1.822297,-0.419135,False,True,baseline_money_logratio lower,111,91,False,election_date,6,10000,20260912,non-nested,spend_diff_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_diff,incumbent_status,GOP_Incumbent,98,13.004247,14.882072,-1.877825,-3.141932,-0.788585,False,True,baseline_money_logratio lower,59,39,False,election_date,6,10000,20260912,non-nested,spend_diff_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_diff,incumbent_status,No_Incumbent,111,16.591976,18.976193,-2.384216,-3.831211,-1.219792,False,True,baseline_money_logratio lower,69,42,False,election_date,21,10000,20260912,non-nested,spend_diff_primary,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_both,pooled,all,411,14.44143,14.298557,0.142873,-0.152816,0.482399,True,True,undecided,207,204,False,election_date,21,10000,20260912,non-nested,"spend_log_dem_primary,spend_log_opp_primary",money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_both,is_special,False,389,14.0383,14.010876,0.027423,-0.277768,0.281948,True,True,undecided,197,192,False,election_date,6,10000,20260912,non-nested,"spend_log_dem_primary,spend_log_opp_primary",money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_both,is_special,True,22,20.286954,18.666838,1.620117,0.150895,3.257407,False,True,baseline_spend_both lower,10,12,False,election_date,15,10000,20260912,non-nested,"spend_log_dem_primary,spend_log_opp_primary",money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_both,ballot_timing,midterm_dem_pres,157,13.348716,13.405665,-0.056949,-0.748226,0.470238,True,True,undecided,86,71,False,election_date,2,10000,20260912,non-nested,"spend_log_dem_primary,spend_log_opp_primary",money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_both,ballot_timing,midterm_gop_pres,70,16.621075,16.412719,0.208356,,,,False,undecided,36,34,False,election_date,1,10000,20260912,non-nested,"spend_log_dem_primary,spend_log_opp_primary",money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_both,ballot_timing,presidential,162,13.459581,13.446587,0.012993,-0.082335,0.167254,True,True,undecided,75,87,False,election_date,3,10000,20260912,non-nested,"spend_log_dem_primary,spend_log_opp_primary",money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_both,ballot_timing,special,22,20.286954,18.666838,1.620117,0.150895,3.257407,False,True,baseline_spend_both lower,10,12,False,election_date,15,10000,20260912,non-nested,"spend_log_dem_primary,spend_log_opp_primary",money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_both,office,State Representative,314,14.839396,14.766251,0.073145,-0.161776,0.412386,True,True,undecided,157,157,False,election_date,15,10000,20260912,non-nested,"spend_log_dem_primary,spend_log_opp_primary",money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_both,office,State Senate,97,13.07033,12.666696,0.403633,-0.323025,1.266429,True,True,undecided,50,47,False,election_date,13,10000,20260912,non-nested,"spend_log_dem_primary,spend_log_opp_primary",money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_both,pres_elec,False,249,15.045859,14.826587,0.219272,-0.272836,0.916428,True,True,undecided,132,117,False,election_date,18,10000,20260912,non-nested,"spend_log_dem_primary,spend_log_opp_primary",money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_both,pres_elec,True,162,13.459581,13.446587,0.012993,-0.082335,0.167254,True,True,undecided,75,87,False,election_date,3,10000,20260912,non-nested,"spend_log_dem_primary,spend_log_opp_primary",money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_both,no_dem_candidate,False,400,14.116133,13.863664,0.252469,-0.017982,0.555116,True,True,undecided,200,200,False,election_date,21,10000,20260912,non-nested,"spend_log_dem_primary,spend_log_opp_primary",money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_both,no_dem_candidate,True,11,23.374383,25.491451,-2.117068,-3.614068,-0.314232,False,True,baseline_money_logratio lower,7,4,False,election_date,5,10000,20260912,non-nested,"spend_log_dem_primary,spend_log_opp_primary",money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_both,incumbent_status,Dem_Incumbent,202,13.820927,13.239993,0.580934,0.052321,0.942413,False,True,baseline_spend_both lower,97,105,False,election_date,6,10000,20260912,non-nested,"spend_log_dem_primary,spend_log_opp_primary",money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_both,incumbent_status,GOP_Incumbent,98,13.004247,13.818244,-0.813997,-1.413212,-0.239442,False,True,baseline_money_logratio lower,52,46,False,election_date,6,10000,20260912,non-nested,"spend_log_dem_primary,spend_log_opp_primary",money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_both,incumbent_status,No_Incumbent,111,16.591976,16.414082,0.177894,-0.451304,0.944192,True,True,undecided,58,53,False,election_date,21,10000,20260912,non-nested,"spend_log_dem_primary,spend_log_opp_primary",money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio_wide,pooled,all,411,14.44143,14.550674,-0.109244,-0.404947,0.147245,True,True,undecided,204,207,False,election_date,21,10000,20260912,non-nested,spend_logratio_wide,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio_wide,is_special,False,389,14.0383,14.111226,-0.072926,-0.282915,0.123798,True,True,undecided,192,197,False,election_date,6,10000,20260912,non-nested,spend_logratio_wide,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio_wide,is_special,True,22,20.286954,20.843037,-0.556083,-2.707367,1.617763,True,True,undecided,12,10,False,election_date,15,10000,20260912,non-nested,spend_logratio_wide,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio_wide,ballot_timing,midterm_dem_pres,157,13.348716,13.233931,0.114784,-0.100488,0.274013,True,True,undecided,81,76,False,election_date,2,10000,20260912,non-nested,spend_logratio_wide,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio_wide,ballot_timing,midterm_gop_pres,70,16.621075,16.67366,-0.052584,,,,False,undecided,33,37,False,election_date,1,10000,20260912,non-nested,spend_logratio_wide,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio_wide,ballot_timing,presidential,162,13.459581,13.721889,-0.262308,-0.477098,0.0361,True,True,undecided,78,84,False,election_date,3,10000,20260912,non-nested,spend_logratio_wide,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio_wide,ballot_timing,special,22,20.286954,20.843037,-0.556083,-2.707367,1.617763,True,True,undecided,12,10,False,election_date,15,10000,20260912,non-nested,spend_logratio_wide,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio_wide,office,State Representative,314,14.839396,15.089135,-0.249739,-0.569955,0.080003,True,True,undecided,160,154,False,election_date,15,10000,20260912,non-nested,spend_logratio_wide,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio_wide,office,State Senate,97,13.07033,12.651409,0.418921,-1.070754,1.564579,True,True,undecided,44,53,False,election_date,13,10000,20260912,non-nested,spend_logratio_wide,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio_wide,pres_elec,False,249,15.045859,15.065423,-0.019564,-0.525532,0.308628,True,True,undecided,126,123,False,election_date,18,10000,20260912,non-nested,spend_logratio_wide,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio_wide,pres_elec,True,162,13.459581,13.721889,-0.262308,-0.477098,0.0361,True,True,undecided,78,84,False,election_date,3,10000,20260912,non-nested,spend_logratio_wide,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio_wide,no_dem_candidate,False,400,14.116133,14.179657,-0.063525,-0.352012,0.189107,True,True,undecided,198,202,False,election_date,21,10000,20260912,non-nested,spend_logratio_wide,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio_wide,no_dem_candidate,True,11,23.374383,24.481375,-1.106992,-2.853925,2.752594,True,True,undecided,6,5,False,election_date,5,10000,20260912,non-nested,spend_logratio_wide,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio_wide,incumbent_status,Dem_Incumbent,202,13.820927,13.574789,0.246138,-0.590422,0.849485,True,True,undecided,93,109,False,election_date,6,10000,20260912,non-nested,spend_logratio_wide,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio_wide,incumbent_status,GOP_Incumbent,98,13.004247,13.673821,-0.669575,-1.766008,0.240983,True,True,undecided,50,48,False,election_date,6,10000,20260912,non-nested,spend_logratio_wide,money_logratio_primary,,
write_in_5pct,baseline_money_logratio,baseline_spend_logratio_wide,incumbent_status,No_Incumbent,111,16.591976,16.838092,-0.246116,-1.560547,0.766814,True,True,undecided,61,50,False,election_date,21,10000,20260912,non-nested,spend_logratio_wide,money_logratio_primary,,
write_in_5pct,special_pooled_plain,special_pooled_term,pooled,all,426,16.177929,16.224615,-0.046686,-0.256626,0.22667,True,True,undecided,231,195,False,election_date,23,10000,20260912,nested,is_special,,,
write_in_5pct,special_pooled_plain,special_pooled_term,is_special,False,402,15.594659,15.741223,-0.146564,-0.351503,0.0464,True,True,undecided,221,181,False,election_date,6,10000,20260912,nested,is_special,,,
write_in_5pct,special_pooled_plain,special_pooled_term,is_special,True,24,23.919366,22.84862,1.070746,0.188186,1.769372,False,True,special_pooled_term lower,10,14,False,election_date,17,10000,20260912,nested,is_special,,,
write_in_5pct,special_pooled_plain,special_pooled_term,ballot_timing,midterm_dem_pres,166,14.618525,14.727317,-0.108791,-0.22169,-0.023445,False,True,special_pooled_plain lower,85,81,False,election_date,2,10000,20260912,nested,is_special,,,
write_in_5pct,special_pooled_plain,special_pooled_term,ballot_timing,midterm_gop_pres,72,18.994163,19.621235,-0.627072,,,,False,undecided,54,18,False,election_date,1,10000,20260912,nested,is_special,,,
write_in_5pct,special_pooled_plain,special_pooled_term,ballot_timing,presidential,164,14.880274,14.792497,0.087777,0.04092,0.122579,False,True,special_pooled_term lower,82,82,False,election_date,3,10000,20260912,nested,is_special,,,
write_in_5pct,special_pooled_plain,special_pooled_term,ballot_timing,special,24,23.919366,22.84862,1.070746,0.188186,1.769372,False,True,special_pooled_term lower,10,14,False,election_date,17,10000,20260912,nested,is_special,,,
write_in_5pct,special_pooled_plain,special_pooled_term,office,State Representative,325,16.748317,16.798925,-0.050608,-0.246482,0.195879,True,True,undecided,168,157,False,election_date,16,10000,20260912,nested,is_special,,,
write_in_5pct,special_pooled_plain,special_pooled_term,office,State Senate,101,14.187751,14.220047,-0.032296,-0.407555,0.479766,True,True,undecided,63,38,False,election_date,14,10000,20260912,nested,is_special,,,
write_in_5pct,special_pooled_plain,special_pooled_term,pres_elec,False,262,16.93969,17.059985,-0.120296,-0.379936,0.423145,True,True,undecided,149,113,False,election_date,20,10000,20260912,nested,is_special,,,
write_in_5pct,special_pooled_plain,special_pooled_term,pres_elec,True,164,14.880274,14.792497,0.087777,0.04092,0.122579,False,True,special_pooled_term lower,82,82,False,election_date,3,10000,20260912,nested,is_special,,,
write_in_5pct,special_pooled_plain,special_pooled_term,no_dem_candidate,False,415,15.708408,15.763621,-0.055213,-0.277802,0.237434,True,True,undecided,227,188,False,election_date,23,10000,20260912,nested,is_special,,,
write_in_5pct,special_pooled_plain,special_pooled_term,no_dem_candidate,True,11,28.749818,28.628294,0.121523,0.002133,0.328493,False,True,special_pooled_term lower,4,7,False,election_date,5,10000,20260912,nested,is_special,,,
write_in_5pct,special_pooled_plain,special_pooled_term,incumbent_status,Dem_Incumbent,211,14.441656,14.478386,-0.03673,-0.09443,0.013632,True,True,undecided,111,100,False,election_date,6,10000,20260912,nested,is_special,,,
write_in_5pct,special_pooled_plain,special_pooled_term,incumbent_status,GOP_Incumbent,100,15.301361,15.424438,-0.123076,-0.289314,0.039011,True,True,undecided,60,40,False,election_date,6,10000,20260912,nested,is_special,,,
write_in_5pct,special_pooled_plain,special_pooled_term,incumbent_status,No_Incumbent,115,19.577135,19.586491,-0.009356,-0.560054,0.637023,True,True,undecided,60,55,False,election_date,23,10000,20260912,nested,is_special,,,
write_in_5pct,special_pooled_plain,special_split,pooled,all,426,16.177929,16.220174,-0.042245,-0.27477,0.298036,True,True,undecided,224,202,False,election_date,23,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_plain,special_split,is_special,False,402,15.594659,15.740505,-0.145846,-0.37512,0.12087,True,True,undecided,214,188,False,election_date,6,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_plain,special_split,is_special,True,24,23.919366,22.800882,1.118484,0.25889,1.804033,False,True,special_split lower,10,14,False,election_date,17,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_plain,special_split,ballot_timing,midterm_dem_pres,166,14.618525,14.846386,-0.22786,-0.378501,-0.113792,False,True,special_pooled_plain lower,90,76,False,election_date,2,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_plain,special_split,ballot_timing,midterm_gop_pres,72,18.994163,19.626548,-0.632384,,,,False,undecided,51,21,False,election_date,1,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_plain,special_split,ballot_timing,presidential,164,14.880274,14.66652,0.213754,0.036012,0.39578,False,True,special_split lower,73,91,False,election_date,3,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_plain,special_split,ballot_timing,special,24,23.919366,22.800882,1.118484,0.25889,1.804033,False,True,special_split lower,10,14,False,election_date,17,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_plain,special_split,office,State Representative,325,16.748317,16.797036,-0.048719,-0.278,0.274263,True,True,undecided,167,158,False,election_date,16,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_plain,special_split,office,State Senate,101,14.187751,14.205848,-0.018097,-0.396131,0.471274,True,True,undecided,57,44,False,election_date,14,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_plain,special_split,pres_elec,False,262,16.93969,17.121093,-0.181403,-0.410984,0.372278,True,True,undecided,151,111,False,election_date,20,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_plain,special_split,pres_elec,True,164,14.880274,14.66652,0.213754,0.036012,0.39578,False,True,special_split lower,73,91,False,election_date,3,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_plain,special_split,no_dem_candidate,False,415,15.708408,15.763847,-0.055439,-0.304189,0.309647,True,True,undecided,219,196,False,election_date,23,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_plain,special_split,no_dem_candidate,True,11,28.749818,28.525951,0.223867,0.079001,0.398016,False,True,special_split lower,5,6,False,election_date,5,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_plain,special_split,incumbent_status,Dem_Incumbent,211,14.441656,14.314018,0.127638,-0.050211,0.330441,True,True,undecided,106,105,False,election_date,6,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_plain,special_split,incumbent_status,GOP_Incumbent,100,15.301361,15.50101,-0.199648,-0.511023,0.140329,True,True,undecided,59,41,False,election_date,6,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_plain,special_split,incumbent_status,No_Incumbent,115,19.577135,19.74135,-0.164215,-0.692495,0.520872,True,True,undecided,59,56,False,election_date,23,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_term,special_split,pooled,all,426,16.224615,16.220174,0.004441,-0.083507,0.139837,True,True,undecided,210,216,False,election_date,23,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_term,special_split,is_special,False,402,15.741223,15.740505,0.000718,-0.093666,0.152199,True,True,undecided,199,203,False,election_date,6,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_term,special_split,is_special,True,24,22.84862,22.800882,0.047738,-0.059558,0.180478,True,True,undecided,11,13,False,election_date,17,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_term,special_split,ballot_timing,midterm_dem_pres,166,14.727317,14.846386,-0.119069,-0.156811,-0.090347,False,True,special_pooled_term lower,89,77,False,election_date,2,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_term,special_split,ballot_timing,midterm_gop_pres,72,19.621235,19.626548,-0.005313,,,,False,undecided,35,37,False,election_date,1,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_term,special_split,ballot_timing,presidential,164,14.792497,14.66652,0.125978,-0.052998,0.348889,True,True,undecided,75,89,False,election_date,3,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_term,special_split,ballot_timing,special,24,22.84862,22.800882,0.047738,-0.059558,0.180478,True,True,undecided,11,13,False,election_date,17,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_term,special_split,office,State Representative,325,16.798925,16.797036,0.001888,-0.103175,0.143744,True,True,undecided,166,159,False,election_date,16,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_term,special_split,office,State Senate,101,14.220047,14.205848,0.014199,-0.132073,0.146694,True,True,undecided,44,57,False,election_date,14,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_term,special_split,pres_elec,False,262,17.059985,17.121093,-0.061108,-0.112282,0.013892,True,True,undecided,135,127,False,election_date,20,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_term,special_split,pres_elec,True,164,14.792497,14.66652,0.125978,-0.052998,0.348889,True,True,undecided,75,89,False,election_date,3,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_term,special_split,no_dem_candidate,False,415,15.763621,15.763847,-0.000226,-0.099048,0.141948,True,True,undecided,206,209,False,election_date,23,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_term,special_split,no_dem_candidate,True,11,28.628294,28.525951,0.102343,0.042815,0.151068,False,True,special_split lower,4,7,False,election_date,5,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_term,special_split,incumbent_status,Dem_Incumbent,211,14.478386,14.314018,0.164368,0.010615,0.331466,False,True,special_split lower,96,115,False,election_date,6,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_term,special_split,incumbent_status,GOP_Incumbent,100,15.424438,15.50101,-0.076572,-0.231438,0.107368,True,True,undecided,53,47,False,election_date,6,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
write_in_5pct,special_pooled_term,special_split,incumbent_status,No_Incumbent,115,19.586491,19.74135,-0.154859,-0.272885,-0.00534,False,True,special_pooled_term lower,61,54,False,election_date,23,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special
generals_only,baseline,baseline_timing,pooled,all,389,14.176577,13.422106,0.754471,-0.437305,2.215062,True,True,undecided,175,214,False,election_date,6,10000,20260912,non-nested,ballot_timing,pres_elec,,
generals_only,baseline,baseline_timing,is_special,False,389,14.176577,13.422106,0.754471,-0.437305,2.215062,True,True,undecided,175,214,False,election_date,6,10000,20260912,non-nested,ballot_timing,pres_elec,,
generals_only,baseline,baseline_timing,ballot_timing,midterm_dem_pres,161,12.634209,13.000861,-0.366651,-1.19949,0.151801,True,True,undecided,72,89,False,election_date,2,10000,20260912,non-nested,ballot_timing,pres_elec,,
generals_only,baseline,baseline_timing,ballot_timing,midterm_gop_pres,71,18.61848,14.427086,4.191394,,,,False,undecided,24,47,False,election_date,1,10000,20260912,non-nested,ballot_timing,pres_elec,,
generals_only,baseline,baseline_timing,ballot_timing,presidential,157,13.323049,13.37573,-0.052681,-0.182584,0.04382,True,True,undecided,79,78,False,election_date,3,10000,20260912,non-nested,ballot_timing,pres_elec,,
generals_only,baseline,baseline_timing,office,State Representative,298,14.691368,13.924425,0.766943,-0.37349,2.12733,True,True,undecided,130,168,False,election_date,6,10000,20260912,non-nested,ballot_timing,pres_elec,,
generals_only,baseline,baseline_timing,office,State Senate,91,12.341385,11.626227,0.715158,-0.633048,2.819831,True,True,undecided,45,46,False,election_date,6,10000,20260912,non-nested,ballot_timing,pres_elec,,
generals_only,baseline,baseline_timing,pres_elec,False,232,14.72614,13.4534,1.272741,-0.59628,2.787543,True,True,undecided,96,136,False,election_date,3,10000,20260912,non-nested,ballot_timing,pres_elec,,
generals_only,baseline,baseline_timing,pres_elec,True,157,13.323049,13.37573,-0.052681,-0.182584,0.04382,True,True,undecided,79,78,False,election_date,3,10000,20260912,non-nested,ballot_timing,pres_elec,,
generals_only,baseline,baseline_timing,no_dem_candidate,False,389,14.176577,13.422106,0.754471,-0.437305,2.215062,True,True,undecided,175,214,False,election_date,6,10000,20260912,non-nested,ballot_timing,pres_elec,,
generals_only,baseline,baseline_timing,incumbent_status,Dem_Incumbent,211,14.144607,13.581569,0.563038,-0.199763,1.648602,True,True,undecided,103,108,False,election_date,6,10000,20260912,non-nested,ballot_timing,pres_elec,,
